model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
mistral_instruct,ie_108__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"{""person"": ""Not specified"", ""date"": ""2026-01-08"", ""location"": ""Rome""}","{'date': '2026-01-08', 'location': 'Rome', 'person': 'Not specified'}","{'date': '2026-01-08', 'location': 'Rome', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_129__unbounded__instruction_in_the_middle,information_extraction,unbounded,instruction_in_the_middle,"{""person"": ""alice smith"", ""date"": ""2024-06-10"", ""location"": ""paris""}","{'date': '2024-06-10', 'location': 'paris', 'person': 'alice smith'}","{'date': '2024-06-10', 'location': 'Paris', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_107__bounded__irrelevant_suffix,information_extraction,bounded,irrelevant_suffix,"{""person"": ""Not specified"", ""date"": ""2024-09-05"", ""location"": ""Vienna""}","{'date': '2024-09-05', 'location': 'Vienna', 'person': 'Not specified'}","{'date': '2024-09-05', 'location': 'Vienna', 'person': 'Bruno Rossi'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_109__bounded__irrelevant_suffix,information_extraction,bounded,irrelevant_suffix,"{""person"": ""Not specified"", ""date"": ""2024-06-10"", ""location"": ""Berlin""}","{'date': '2024-06-10', 'location': 'Berlin', 'person': 'Not specified'}","{'date': '2024-06-10', 'location': 'Berlin', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_103__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,"{""person"": """", ""date"": ""2024-01-15"", ""location"": ""Paris""}","{'date': '2024-01-15', 'location': 'Paris', 'person': ''}","{'date': '2024-01-15', 'location': 'Paris', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_106__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,"{""person"": """", ""date"": ""2026-03-03"", ""location"": """"}","{'date': '2026-03-03', 'location': '', 'person': ''}","{'date': '2025-10-03', 'location': 'Dublin', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_101__bounded__length_stress,information_extraction,bounded,length_stress,"<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2025-02-14"", ""location"": ""Vienna""}",,"{'date': '2025-02-14', 'location': 'Vienna', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_111__bounded__negation_distraction,information_extraction,bounded,negation_distraction,"{""person"": ""Alice Smith"", ""date"": ""2024-09-05"", ""location"": ""Madad""}","{'date': '2024-09-05', 'location': 'Madad', 'person': 'Alice Smith'}","{'date': '2024-09-05', 'location': 'Madrid', 'person': 'Alice Smith'}",True,,wrong_answer,wrong_answer,
mistral_instruct,ie_131__bounded__style_distraction,information_extraction,bounded,style_distraction,"{""person"": ""Alice Smith"", ""date"": ""2025-04-30"", ""location"": ""Lisbon""}

In the grand tapestry of time, a moment of profound significance unfolds. On the shores of Lisbon, a beacon of wisdom and eloquence shall stand. Alice Smith, a figure of resilience and grace, shall grace the stage on the auspicious date of April",,"{'date': '2025-04-30', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_117__bounded__style_distraction,information_extraction,bounded,style_distraction,"{""person"": ""Alice Smith"", ""date"": ""2026-02-19"", ""location"": ""Rome""}

Join us as we celebrate Alice Smith's attendance at an exciting conference in the enchanting city of Rome on February 19, 2026! Don't miss out on this unforgettable event, where you too can immerse yourself in the rich history and vibrant culture of this",,"{'date': '2026-02-19', 'location': 'Rome', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_130__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"{""person"": ""Alice Smith"", ""date"": ""2024-03-21"", ""location"": ""Milan""}

With the utmost respect and precision, the requested information has been extracted from the provided text. The person of interest is Alice Smith, the date of the event is the 21st of March, 2024, and the location is Milan. I trust this information serves your purpose with the utmost",,"{'date': '2024-03-21', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,ie_116__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"""In the annals of time, on a day most memorable, the 14th of February, anno domini 2025, didst transpire an event of great import. Sir Bruno Rossi, a man of repute, graced a conference held in the resplendent city of Vienna. The gathering, a spectacle of intellect and discourse, saw the attendance of many a noble soul, some of whom arrived a day before",,"{'date': '2025-02-14', 'location': 'Vienna', 'person': 'Bruno Rossi'}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,mlc_075__bounded__clean,multi_label_classification,bounded,clean,"{""labels"": [""health"", ""politics"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_070__bounded__clean,multi_label_classification,bounded,clean,"{""labels"": [""health"", ""tech"", ""finance""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_094__unbounded__clean,multi_label_classification,unbounded,clean,"{""labels"": [""finance"", ""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_097__unbounded__clean,multi_label_classification,unbounded,clean,"{""labels"": [""health"", ""politics"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_075__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"{""labels"": [""health"", ""finance"", ""politics"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_072__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"{""status"": ""success"", ""labels"": [""finance"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,extra_key,extra_key,wrong_schema,
mistral_instruct,mlc_093__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"{""labels"": [""health"", ""tech"", ""finance"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_078__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"[""health""]

DONE",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,mlc_072__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"{""labels"": [""health"", ""finance"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_069__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"{""labels"": [""health"", ""politics"", ""finance""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_094__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"{""labels"": [""tech"", ""finance""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_078__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_093__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"{""labels"": [""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_071__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"{""labels"": [""health"", ""politics"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_082__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_067__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"{""labels"": [""health"", ""politics"", ""finance""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_093__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_079__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_080__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_092__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_073__bounded__length_stress,multi_label_classification,bounded,length_stress,"{""labels"": [""politics"", ""finance""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_067__bounded__length_stress,multi_label_classification,bounded,length_stress,"{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_081__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"{""labels"": [""health"", ""finance"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_068__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"{""labels"": [""health"", ""finance"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_099__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"{""labels"": [""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_069__bounded__negation_distraction,multi_label_classification,bounded,negation_distraction,"{""labels"": [""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_094__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"{""labels"": [""health"", ""finance"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_097__unbounded__negation_distraction,multi_label_classification,unbounded,negation_distraction,"{""labels"": [""health"", ""politics"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_093__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"Based on the provided reference text, the topic labels that are relevant to the discussion in the press briefing are ""health"" and ""tech"". These labels are inferred from the mention of ""clinical software"" and the discussion about the startup, which can be associated with technology. Since the text does not provide",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,mlc_078__bounded__style_distraction,multi_label_classification,bounded,style_distraction,"{""labels"": [""health"", ""tech""]}",,"{'labels': ['finance', 'health']}",False,invalid_label,invalid_label,wrong_schema,
mistral_instruct,mlc_082__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""health"", ""finance"", ""tech""]}

I'm here to help! It seems the policy summary you provided discusses a medical device and its potential impact on bank loans. To better understand this topic, it's important to consider both the health and financial aspects, as well",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,mlc_068__unbounded__style_distraction,multi_label_classification,unbounded,style_distraction,"{""labels"": [""health"", ""finance"", ""tech""]}

Exciting news from the university! They've announced a new initiative involving a vaccine program and investment funds. Stay tuned for more updates on this tech-savvy health-focused project! �����",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_instruct,rbt_172__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""Reminder: bring 3 tickets, <NUM> pens, and a map to Paris.""}","{'text': 'Reminder: bring 3 tickets, <NUM> pens, and a map to Paris.'}","{'text': 'Reminder: bring <NUM> tickets, <NUM> pens, and a map to Paris.'}",True,,wrong_answer,wrong_answer,
mistral_instruct,rbt_177__bounded__clean,rule_based_transformation,bounded,clean,"{""text"": ""Giulia Conti pack 3 cables 12 adapters recheck Dublin""}",{'text': 'Giulia Conti pack 3 cables 12 adapters recheck Dublin'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
mistral_instruct,rbt_177__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""Giulia Conti pack 3 cables 12 adapters recheck Dublin""}",{'text': 'Giulia Conti pack 3 cables 12 adapters recheck Dublin'},{'text': 'Giulia Conti said pack 3 cables 12 adapters and recheck Dublin'},True,,wrong_answer,wrong_answer,
mistral_instruct,rbt_166__unbounded__clean,rule_based_transformation,unbounded,clean,"{""text"": ""reminder: bring 3 tickets, 12 pens, and a map to madrid""}","{'text': 'reminder: bring 3 tickets, 12 pens, and a map to madrid'}","{'text': 'reminder: bring 3 tickets, 12 pens, and a map to madrid.'}",True,,wrong_answer,wrong_answer,
